	DrugBank_ID	Accession_Numbers	Common_name	Synonyms	Source	Source_Date	Download_Date
13579	DB15680		Neisseria meningitidis group A capsular polysaccharide tetanus toxoid conjugate antigen	Nimenrix component neisseria meningitidis group A capsular polysaccharide tetanus toxoid conjugate antigen	DrugBank	20210103	20210909
13580	DB15681		Neisseria meningitidis group C capsular polysaccharide tetanus toxoid conjugate antigen	Nimenrix component neisseria meningitidis group C capsular polysaccharide tetanus toxoid conjugate antigen	DrugBank	20210103	20210909
13581	DB15682		Neisseria meningitidis group Y capsular polysaccharide tetanus toxoid conjugate antigen	Nimenrix component neisseria meningitidis group Y capsular polysaccharide tetanus toxoid conjugate antigen	DrugBank	20210103	20210909
13582	DB15683		Neisseria meningitidis group W-135 capsular polysaccharide tetanus toxoid conjugate antigen	Nimenrix component neisseria meningitidis group W-135 capsular polysaccharide tetanus toxoid conjugate antigen	DrugBank	20210103	20210909
13583	DB15684		2,3-dichloro-5,6-dicyanobenzoquinone	2,3-Dichloro-5,6-dicyanoquinone | DDQ | Dichlorodicyanobenzoquinone	DrugBank	20210103	20210909
13584	DB15685		Selpercatinib	Selpercatinib	DrugBank	20210103	20210909
13585	DB15686		GS-441524		DrugBank	20210103	20210909
13586	DB15687		Tridecactide	alpha-1-13-corticotropin, human | Tridecactide	DrugBank	20210103	20210909
13587	DB15688		Vazegepant	1-piperidinecarboxamide, 4-(1,2-dihydro-2-oxo-3-quinolinyl)-n-((1r)-1-((7-methyl-1h-indazol-5-yl)methyl)-2-(4-(1-methyl-4-piperidinyl)-1-piperazinyl)-2-oxoethyl)-	DrugBank	20210103	20210909
13588	DB15689		Azoximer bromide	Poly((1-(carboxymethyl)piperazin-1-ium-1,4-diyl bromide)ethylene-co-((piperazin-1,4-diyl 1-oxide)ethylene)	DrugBank	20210103	20210909
13589	DB15690		Fluoroestradiol F-18	(18F)FES | 16-alpha-(18-Fluoro)-17betaestradiol | 16-alpha-(18F)Fluoro-17beta-estradiol | 16alpha-(18F)Fluoro-17beta-estradiol | F-18 16 alpha-Fluoroestradiol | F-18 Fes | Fes F-18	DrugBank	20210103	20210909
13590	DB15691		Anti-SARS-CoV-2 REGN-COV2	REGN-COV2 | REGN10933+REGN10987 combination therapy	DrugBank	20210103	20210909
13591	DB15692		COVID-19 convalescent plasma	Convalescent plasma (COVID-19)	DrugBank	20210103	20210909
13592	DB15693		INO-4800	INO-4800 DNA Coronavirus Vaccine	DrugBank	20210103	20210909
13593	DB15694		Cedazuridine	(4R)-2'-Deoxy-2',2'-difluoro-3,4,5,6-tetrahydrouridine | Cedazuridine	DrugBank	20210103	20210909
13594	DB15695		BNT162b1 SARS-CoV-2 Vaccine		DrugBank	20210103	20210909
13595	DB15696		Pfizer-BioNTech Covid-19 Vaccine	Tozinameran	DrugBank	20210103	20210909
13596	DB15697		BNT162a1 SARS-CoV-2 Vaccine		DrugBank	20210103	20210909
13597	DB15698		BNT162c2 SARS-CoV-2 Vaccine		DrugBank	20210103	20210909
13598	DB15699		Brexucabtagene autoleucel	Brexucabtagene autoleucel	DrugBank	20210103	20210909
13599	DB15700		Influenza A virus A/Hawaii/70/2019 (H1N1) recombinant hemagglutinin antigen		DrugBank	20210103	20210909
13600	DB15701		Influenza A virus A/Minnesota/41/2019 (H3N2) recombinant hemagglutinin antigen		DrugBank	20210103	20210909
13601	DB15702		Influenza B virus B/Washington/02/2019 recombinant hemagglutinin antigen		DrugBank	20210103	20210909
13602	DB15703		Influenza A virus A/Guangdong-Maonan/SWL1536/2019 CNIC-1909 (H1N1) antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13603	DB15704		Influenza A virus A/Hong Kong/2671/2019 IVR-208 (H3N2) antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13604	DB15705		Influenza A virus A/Victoria/2454/2019 IVR-207 (H1N1) antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13605	DB15706		Influenza B virus B/Victoria/705/2018 BVR-11 antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13606	DB15707		Influenza A virus A/Nebraska/14/2019 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)		DrugBank	20210103	20210909
13607	DB15708		Influenza A virus A/Delaware/39/2019 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)		DrugBank	20210103	20210909
13608	DB15709		Influenza B virus B/Darwin/7/2019 antigen (MDCK cell derived, propiolactone inactivated)		DrugBank	20210103	20210909
13609	DB15710		Influenza A virus A/Hong Kong/2671/2019 NIB-121 (H3N2) antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13610	DB15711		Influenza A virus A/Victoria/2454/2019 IVR-207 (H1N1) antigen (propiolactone inactivated)		DrugBank	20210103	20210909
13611	DB15712		Influenza A virus A/Hong Kong/2671/2019 IVR-208 (H3N2) antigen (propiolactone inactivated)		DrugBank	20210103	20210909
13612	DB15713		Influenza B virus B/Victoria/705/2018 BVR-11 antigen (propiolactone inactivated)		DrugBank	20210103	20210909
13613	DB15714		Influenza A virus A/Guangdong-Maonan/SWL1536/2019 CNIC-1909 (H1N1) antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
13614	DB15715		Influenza A virus A/Hong Kong/2671/2019 NIB-121 (H3N2) antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
13615	DB15716		Influenza B virus B/Washington/02/2019 antigen (UV, formaldehyde inactivated)		DrugBank	20210103	20210909
13616	DB15717		Theralizumab	CD28-SuperMAB | Theralizumab	DrugBank	20210103	20210909
13617	DB15718		Bamlanivimab	Bamlanivimab	DrugBank	20210103	20210909
13618	DB15719		Belantamab mafodotin	Belantamab mafodotin | Belantamab Mafodotin-blmf	DrugBank	20210103	20210909
13619	DB15720		Zinc orotate	Orotate zinc | Zinc diorotate | Zinc orotate	DrugBank	20210103	20210909
13620	DB15721		Natural Killer Cell	NK Cells	DrugBank	20210103	20210909
13621	DB15722		CYNK-001		DrugBank	20210103	20210909
13622	DB15723		Umbilical Cord Blood Hematopoietic Stem Cells	Cord blood therapy | HUCBCs	DrugBank	20210103	20210909
13623	DB15724		Human umbilical cord blood mononuclear cell-conditioned medium	Umbilical Cord Blood Mononuclear Cells Conditioned Medium	DrugBank	20210103	20210909
13624	DB15725		IL15-NK Cell	IL15-Natural Killer Cell	DrugBank	20210103	20210909
13625	DB15726		Human Umbilical Cord Mesenchymal Stem Cells	HUCMSCs | Human Umbilical Cord Wharton’s Jelly-derived Mesenchymal Stem Cells | Mesenchymal Stromal Cells | UC-MSCs | WJ-MSCs | XCEL-UMC-BETA	DrugBank	20210103	20210909
13626	DB15727		NKG2D-ACE2 CAR-NK Cell	ACE2 CAR-Natural Killer Cell | ACE2 CAR-NK Cell | NKG2D CAR-Natural Killer Cell | NKG2D CAR-NK Cell | NKG2D-ACE2 CAR-Natural Killer Cell	DrugBank	20210103	20210909
13627	DB15728		Allogenic Human Umbilical Derived Mesenchymal Stem Cells in Conditioned Media		DrugBank	20210103	20210909
13628	DB15729		Adipose-Derived Mesenchymal Stem Cells: Autologous or Allogeneic Origins	adMSC | AstroStem-V | CMTAd | HB-adMSCs | HCR040 | PSC-04	DrugBank	20210103	20210909
13629	DB15730		Placental Mesenchymal Stem Cells	Placental mesenchymal stromal cells | PLX-PAD	DrugBank	20210103	20210909
13630	DB15731		Allogenic Donor CD362-enriched Human Umbilical Cord-derived Mesenchymal Stem Cells	Allogeneic donor CD362 enriched human umbilical cord-derived mesenchymal stromal cells | ORBCEL C™ | Orbcel-C | REALIST ORBCEL-C	DrugBank	20210103	20210909
13631	DB15732		FT516		DrugBank	20210103	20210909
13632	DB15733		Lactobacillus Coryniformis K8	Lc K8	DrugBank	20210103	20210909
13633	DB15734		Human Embryonic Stem Cell-derived M Cell	CAStem | immunity- and matrix-regulatory cells | Immunity-and-matrix-regulatory cells | IMRCs | M cells	DrugBank	20210103	20210909
13634	DB15735		Virus Specific T-Cell	HLA-matched Virus Specific T Cells | Partially HLA-matched Virus Specific T Cell | Viral Specific T-lymphocytes | VST	DrugBank	20210103	20210909
13635	DB15736		Recombinant Human Angiotensin-Converting Enzyme 2	APN01 | rhACE2 | rhACE2 APN01	DrugBank	20210103	20210909
13636	DB15737		Dental Mesenchymal Pulp Stem Cells	Allogenic Human Dental Pulp Stem Cells | BSH BTC | Dental Pulp Mesenchymal Stem Cells | hDPSC | Utooth BTC	DrugBank	20210103	20210909
13637	DB15738		Human Menstrual Blood-derived Stem Cells	MenSCs	DrugBank	20210103	20210909
13638	DB15739		Mesenchymoangioblast-derived mesenchymal stem cells	CYP-001	DrugBank	20210103	20210909
13639	DB15740		Allogenic Pooled Olfactory Mucosa-derived Mesenchymal Stem Cells	hOM-MSC | Olfactory mucosa mesenchymal stem cells | Olfactory mucosa mesenchymal stem/stromal cells | Olfactory mucosa mesenchymal stromal cells | OM-MSC	DrugBank	20210103	20210909
13640	DB15741		Recombinant Bacterial ACE2 Receptors-like Enzyme	B38-CAP | rbACE2	DrugBank	20210103	20210909
13641	DB15742		MultiStem	Multipotent Adult Progenitor Cells (MAPCs)	DrugBank	20210103	20210909
13642	DB15743		Stem-cell derived exosome vesicle products	DB-001 | Stem-cell derived exosome vesicles | Stem-cell derived extracellular vesicle products | Stem-cell derived extracellular vesicles	DrugBank	20210103	20210909
13643	DB15744		CAP-1002		DrugBank	20210103	20210909
13644	DB15745		Washed Microbiota Transplantation	WMT	DrugBank	20210103	20210909
13645	DB15746		Recombinant Human Plasma Gelsolin	pGSN | Plasma gelsolin | Rhu-pGSN	DrugBank	20210103	20210909
13646	DB15747		CoviGlobulin		DrugBank	20210103	20210909
13647	DB15748		Viral Macrophage-Inflammatory Protein	vCCL2 | Viral Macrophage Inflammatory Protein-II | vMIP | vMIP-II	DrugBank	20210103	20210909
13648	DB15749		Interferon Kappa	IFN‐κ	DrugBank	20210103	20210909
13649	DB15750		Trefoil Factor 2	Spasmolytic peptide | TFF2	DrugBank	20210103	20210909
13650	DB15751		MRx-4DP0004	Bifidobacterium breve	DrugBank	20210103	20210909
13651	DB15752		Recombinant Super-Compound Interferon	rSIFN-co	DrugBank	20210103	20210909
13652	DB15753		Interferon Gamma	Heberon gamma | IFNγ | Recombinant Interferon Gamma	DrugBank	20210103	20210909
13653	DB15756		Influenza A virus A/Hawaii/66/2019 (H1N1) live (attenuated) antigen		DrugBank	20210103	20210909
13654	DB15757		Influenza A virus A/Hong Kong/2671/2019 (H3N2) live (attenuated) antigen		DrugBank	20210103	20210909
13655	DB15758		Influenza B virus B/Washington/02/2019 live (attenuated) antigen		DrugBank	20210103	20210909
13656	DB15759		Metronidazole benzoate	2-(2-Methyl-5-nitroimidazol-1-yl)ethyl benzoate | Benzoyl metronidazole | Benzoylmetronidazole | Metronidazol benzoilo | Metronidazole benzoate	DrugBank	20210103	20210909
13657	DB15760		Cobaltous sulfate		DrugBank	20210103	20210909
13658	DB15761		Sulbactam pivoxil	Pivsulbactam | Sulbactam pivoxil | Sulbactam pivoxyl	DrugBank	20210103	20210909
13659	DB15762		Satralizumab	Humanised anti-IL-6 receptor monoclonal antibody | Sapelizumab | Satralizumab | satralizumab-mwge	DrugBank	20210103	20210909
13660	DB15763		Iron polymaltose	Ferric hydroxide polymaltose complex | Ferromaltose | Iron polymaltose | Iron polymaltose complex | Iron(III)-hydroxide polymaltose complex	DrugBank	20210103	20210909
13661	DB15764		Benzyl nicotinate	Benzyl nicotinate | Nicotinic acid benzyl ester | Phenylmethyl 3-pyridinecarboxylate	DrugBank	20210103	20210909
13662	DB15765		Sintilimab	Sintilimab	DrugBank	20210103	20210909
13663	DB15766		Retifanlimab	Retifanlimab	DrugBank	20210103	20210909
13664	DB15767		AMP-224		DrugBank	20210103	20210909
13665	DB15768		MEDI0680		DrugBank	20210103	20210909
13666	DB15769		Envafolimab	Envafolimab	DrugBank	20210103	20210909
13667	DB15770		Cosibelimab	Cosibelimab	DrugBank	20210103	20210909
13668	DB15771		AUNP-12		DrugBank	20210103	20210909
13669	DB15772		CA-170		DrugBank	20210103	20210909
13670	DB15773		anti-OX40 antibody BMS 986178		DrugBank	20210103	20210909
13671	DB15774		beta-Escin	Aescin B | beta-Aescin | beta-Escin	DrugBank	20210103	20210909
13672	DB15775		Algestone acetophenide	Algeston acetofenid | Algestone acetophenide | Alphasone acetophenide | Dihydroxyprogesterone acetophenide	DrugBank	20210103	20210909
13673	DB15776		Anise oil	Anise burnet saxifrage oil | Anise fruit oil | Anise oil | Anise seed oil | Anise seed oil colombia | Anise volatile oil | Aniseed oil | Anisi aetheroleum | Anisum vulgare oil | Pimpinella anisum (anise) fruit oil | Pimpinella anisum (anise) fruit water | Pimpinella anisum (anise) seed oil | Pimpinella anisum fruit essential oil | Pimpinella anisum fruit oil | Pimpinella anisum seed oil	DrugBank	20210103	20210909
13674	DB15777		Fluocortolone pivalate	Fluocortolone 21-pivalate | Fluocortolone trimethylacetate	DrugBank	20210103	20210909
13675	DB15778		Hydrogen iodide	Acide iodhydrique | Acido yodhidrico | Hydriodic acid | Hydrogen iodide, anhydrous	DrugBank	20210103	20210909
13676	DB15779		Mebrofenin	Mebrofenin | Mebrofenine | Mebrofenino | Mebrofeninum	DrugBank	20210103	20210909
13677	DB15780		Mertiatide	Mertiatide	DrugBank	20210103	20210909
13678	DB15781		Hu-rhEGF-rP64k/Mont		DrugBank	20210103	20210909
13679	DB15782		Cetyl palmitate	Hexadecanoic acid, hexadecyl ester | Hexadecyl palmitate | n-Hexadecyl hexadecanoate | Palmityl palmitate	DrugBank	20210103	20210909
13680	DB15783		Pargeverine	Pargeverina | Pargeverine | Pargeverinum	DrugBank	20210103	20210909
13681	DB15784		Carmoterol	Carmoterol | Quinoterol	DrugBank	20210103	20210909
13682	DB15785		Myrtecaine	Mirtecaina | Myrtecaine | Myrtecainum | Nopoxamine	DrugBank	20210103	20210909
13683	DB15786		Maritime pine extract	French maritime pine bark extract | Maritime pine | Maritime pine bark | Maritime pine extract | Pine bark extract | Pinus pinaster bark | Pinus pinaster bark extract | Pycnogenol	DrugBank	20210103	20210909
13684	DB15787		AZD7442		DrugBank	20210103	20210909
13685	DB15788		Influenza B virus B/Phuket/3073/2013 BVR-1B antigen (formaldehyde inactivated)		DrugBank	20210103	20210909
13686	DB15789		Alpinia officinarum leaf	Alpinia officinarum leaf | Alpinia officinarum leaf dry extract | Alpinia officinarum leaf extract | Chinese galangal leaf | Chinese ginger leaf | Chinese-ginger leaf | Languas officinarum leaf | Lesser galangal leaf	DrugBank	20210103	20210909
13687	DB15790		Mecloxamine	Mecloxamine	DrugBank	20210103	20210909
13688	DB15791		MK-0668		DrugBank	20210103	20210909
13689	DB15793		Zinc phenolsulfonate	p-hydroxybenzenesulfonic acid zinc salt | Phenozin | Zinc p-phenolsulfonate | Zinc p-phenolsulphonate | Zinc paraphenolsulfonate | Zinc paraphenolsulphonate | Zinc phenolsulfonate | Zinc phenolsulphonate | Zinc sulfocarbolate	DrugBank	20210103	20210909
13690	DB15794		Solcoseryl		DrugBank	20210103	20210909
13691	DB15795		Adiphenine hydrochloride		DrugBank	20210103	20210909
13692	DB15796		GC-376 free acid		DrugBank	20210103	20210909
13693	DB15797		GC-373		DrugBank	20210103	20210909
13694	DB15798		Mycobacterium w. Vaccine	M.w | Suspension of heat killed (autoclaved) Mycobacterium w	DrugBank	20210103	20210909
13695	DB15799		LNP-nCoVsaRNA Vaccine		DrugBank	20210103	20210909
13696	DB15800		VA-MENGOC-BC®	Meningococcal polysaccharide vaccine groups B and C	DrugBank	20210103	20210909
13697	DB15801		VPM1002	BCG VPM1002 | rBCG | Recombinant BCG Vaccine	DrugBank	20210103	20210909
13698	DB15802		AV-COVID-19	DC-ATA | DCV	DrugBank	20210103	20210909
13699	DB15803		Dendritic cells vaccine	Recombinant chimeric COVID-19 DC vaccine | Recombinant chimeric COVID-19 epitope DC vaccine;	DrugBank	20210103	20210909
13700	DB15804		LV-SMENP Vaccine	Covid-19 Synthetic Minigene Vaccine | Lentiviral Minigene Vaccine | LV-SMENP	DrugBank	20210103	20210909
13701	DB15805		SCB-2019		DrugBank	20210103	20210909
13702	DB15806		CoronaVac	PiCoVacc	DrugBank	20210103	20210909
13703	DB15807		BBIBP-CorV	Inactivated novel coronavirus (2019-CoV) vaccine (Vero cells) | Purified inactivated SARS-CoV-2 Vaccine	DrugBank	20210103	20210909
13704	DB15808		CIGB 2020 Vaccine	CIGB 2020	DrugBank	20210103	20210909
13705	DB15809		CIGB-258 peptide	CIGB-258	DrugBank	20210103	20210909
13706	DB15810		NVX-CoV2373	SARS-CoV-2 rS Nanoparticle Vaccine	DrugBank	20210103	20210909
13707	DB15811		BacTRL-spike		DrugBank	20210103	20210909
13708	DB15812		V-SARS	Heat inactivated convalescent plasma	DrugBank	20210103	20210909
13709	DB15813		Covid-19 Coronavirus Artificial Antigen Presenting Cell Vaccine	aAPC | artificial antigen -Pathogen-specific vaccine | Pathogen-specific aAPC	DrugBank	20210103	20210909
13710	DB15814		COVID19 s-vax loaded autologous dendritic cell vaccine		DrugBank	20210103	20210909
13711	DB15815		Boldo leaf extract	Boldi folium (peumus boldus molina) | Boldo | Boldo folium | Boldo leaf | Boldo leaf (peumus boldus molina) | Peumus boldus leaf | Peumus boldus leaf dry extract | Peumus boldus leaf extract	DrugBank	20210103	20210909
13712	DB15816		Calcium monoethylfumarate	Calcium diethyl difumarate | Calcium monoethyl fumarate	DrugBank	20210103	20210909
13713	DB15817		Magnesium monoethylfumarate	Magnesium diethyl difumarate | Magnesium monoethyl fumarate	DrugBank	20210103	20210909
13714	DB15818		Zinc monoethylfumarate	Ethyl fumarate zinc | Ethyl hydrogenfumarate-zinc | Monoethyl fumarate zinc salt | Zinc di(ethyl fumarate) | Zinc ethyl fumarate | Zinc monoethylfumarate	DrugBank	20210103	20210909
13715	DB15819		Potassium aspartate	Aspartate potassium | L-aspartate potassium | Monopotassium aspartate hemihydrate | Potassium aspartate | Potassium aspartate hemihydrate | Potassium hydrogen aspartate hemihydrate	DrugBank	20210103	20210909
13716	DB15820		Hemicellulase	Albazyme-10A | Endo-1,4-beta-xylanase A | Gammanase | Gemmicellulase | Hemicellulase | Hemicellulase (aspergillus niger) | Hemicellulase reg II | Pulpzyme | Xylavomarin	DrugBank	20210103	20210909
13717	DB15821		Fluocortolone caproate	Fluocortolone 21-caproate | Fluocortolone 21-hexanoate | Fluocortolone caproate | Fluocortolone hexanoate	DrugBank	20210103	20210909
13718	DB15822		Pralsetinib	Pralsetinib	DrugBank	20210103	20210909
13719	DB15823		Lactobacillus acidophilus	Acidophilus | Bacillus acidophilus whole | Bacterium acidophilum whole | Lacteol | Lactobacillus acidophilus | Lactobacillus acidophilus whole | Lactobacterium acidophilum whole | Thermobacterium intestinale whole	DrugBank	20210103	20210909
13720	DB15824		Ferrimannitol ovalbumin	Ferrimannitol-ovalbumin | FMOA	DrugBank	20210103	20210909
13721	DB15825		Dihydroxyaluminum sodium carbonate	Aluminium-natrium-carbonat-dihydroxid | Aluminum sodium dihydroxide monocarbonate | Dihydroxo-aluminium-natrium-carbonat | Dihydroxyaluminum sodium carbonate	DrugBank	20210103	20210909
13722	DB15826		Oxerutins	O-(ß-hydroxyethyl) rutosides | Oxerutine | Oxerutins | Oxerutins, unspecified	DrugBank	20210103	20210909
13723	DB15827		Ciclonium bromide	Bromure de ciclonium | Bromuro de ciclonio | Ciclonii bromidum | Ciclonium bromide | Cyclonium bromide	DrugBank	20210103	20210909
13724	DB15830		Ruscogenin		DrugBank	20210103	20210909
